srcStateName,srcDistrictName,TRU,Country,StateCode,StateName,DistrictCode,DistrictName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,srcYear,YearCode,Year
Maharashtra,Nashik,Urban,India,27,MAHARASHTRA,487,NASHIK,2597373,,,1352474,,,1244899,,,545577,,,,,64721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Osmanabad,Rural,India,27,MAHARASHTRA,488,DHARASHIV,1378976,,,717461,,,661515,,,296975,,,,,774460.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Osmanabad,Total,India,27,MAHARASHTRA,488,DHARASHIV,1660033,281057,1378976,862759,145298,717461,797274,135759,661515,351762,54787,296975,12901,774460.2,781611.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Osmanabad,Urban,India,27,MAHARASHTRA,488,DHARASHIV,281057,,,145298,,,135759,,,54787,,,,,12901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Parbhani,Rural,India,27,MAHARASHTRA,489,PARBHANI,1269728,,,653705,,,616023,,,257166,,,,,622544.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Parbhani,Total,India,27,MAHARASHTRA,489,PARBHANI,1839534,569806,1269728,944689,290984,653705,894845,278822,616023,361897,104731,257166,11289,622544.94,632579.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Parbhani,Urban,India,27,MAHARASHTRA,489,PARBHANI,569806,,,290984,,,278822,,,104731,,,,,11289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Pune,Rural,India,27,MAHARASHTRA,490,PUNE,3664297,,,1896224,,,1768073,,,776763,,,,,1562416.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Pune,Total,India,27,MAHARASHTRA,490,PUNE,9415479,5751182,3664297,4916889,3020665,1896224,4498590,2730517,1768073,2148294,1371531,776763,84331,1.5624165e+06,3585.8200073242188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Pune,Urban,India,27,MAHARASHTRA,490,PUNE,5751182,,,3020665,,,2730517,,,1371531,,,,,84331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Raigarh,Rural,India,27,MAHARASHTRA,491,RAIGAD,1667828,,,838958,,,828870,,,381947,,,,,669596.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Raigarh,Total,India,27,MAHARASHTRA,491,RAIGAD,2638023,970195,1667828,1346307,507349,838958,1291716,462846,828870,612533,230586,381947,26650,669596.4,695815.4224853516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Raigarh,Urban,India,27,MAHARASHTRA,491,RAIGAD,970195,,,507349,,,462846,,,230586,,,,,26650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Ratnagiri,Rural,India,27,MAHARASHTRA,492,RATNAGIRI,1350831,,,630077,,,720754,,,335030,,,,,814448.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Ratnagiri,Total,India,27,MAHARASHTRA,492,RATNAGIRI,1614554,263723,1350831,760985,130908,630077,853569,132815,720754,396827,61797,335030,11817,814448.44,825875.4176025391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Ratnagiri,Urban,India,27,MAHARASHTRA,492,RATNAGIRI,263723,,,130908,,,132815,,,61797,,,,,11817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Sangli,Rural,India,27,MAHARASHTRA,493,SANGLI,2102895,,,1071236,,,1031659,,,442518,,,,,850713.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Sangli,Total,India,27,MAHARASHTRA,493,SANGLI,2822252,719357,2102895,1435840,364604,1071236,1386412,354753,1031659,598468,155950,442518,35428,850713.25,482.7200012207031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Sangli,Urban,India,27,MAHARASHTRA,493,SANGLI,719357,,,364604,,,354753,,,155950,,,,,35428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Satara,Rural,India,27,MAHARASHTRA,494,SATARA,2450972,,,1228992,,,1221980,,,532204,,,,,1083738.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Satara,Total,India,27,MAHARASHTRA,494,SATARA,3021350,570378,2450972,1520085,291093,1228992,1501265,279285,1221980,657352,125148,532204,43517,1.0837386e+06,1120129.8800048828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Satara,Urban,India,27,MAHARASHTRA,494,SATARA,570378,,,291093,,,279285,,,125148,,,,,43517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Sindhudurg,Rural,India,27,MAHARASHTRA,495,SINDHUDURG,749069,,,366451,,,382618,,,184621,,,,,509824.96875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Sindhudurg,Total,India,27,MAHARASHTRA,495,SINDHUDURG,856075,107006,749069,420515,54064,366451,435560,52942,382618,211259,26638,184621,6429,509824.97,514275.9712219238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Sindhudurg,Urban,India,27,MAHARASHTRA,495,SINDHUDURG,107006,,,54064,,,52942,,,26638,,,,,6429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Solapur,Rural,India,27,MAHARASHTRA,496,SOLAPUR,2909949,,,1513704,,,1396245,,,591813,,,,,1532889.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Solapur,Total,India,27,MAHARASHTRA,496,SOLAPUR,4309040,1399091,2909949,2223213,709509,1513704,2085827,689582,1396245,871420,279607,591813,36309,1.5328892e+06,233.27999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Solapur,Urban,India,27,MAHARASHTRA,496,SOLAPUR,1399091,,,709509,,,689582,,,279607,,,,,36309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Thane,Rural,India,27,MAHARASHTRA,497,THANE,1119728,,,585684,,,534044,,,244162,,,,,373623.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Thane,Total,India,27,MAHARASHTRA,497,THANE,8072968,6953240,1119728,4320767,3735083,585684,3752201,3218157,534044,1860009,1615847,244162,60502,373623.75,4.21999979019165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Thane,Urban,India,27,MAHARASHTRA,497,THANE,6953240,,,3735083,,,3218157,,,1615847,,,,,60502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Wardha,Rural,India,27,MAHARASHTRA,498,WARDHA,878873,,,452620,,,426253,,,212739,,,,,576025.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Wardha,Total,India,27,MAHARASHTRA,498,WARDHA,1302173,423300,878873,669131,216511,452620,633042,206789,426253,310092,97353,212739,8901,576025.9,584714.3825073242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Wardha,Urban,India,27,MAHARASHTRA,498,WARDHA,423300,,,216511,,,206789,,,97353,,,,,8901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Washim,Rural,India,27,MAHARASHTRA,499,WASHIM,985747,,,511727,,,474020,,,218403,,,,,507430.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Washim,Total,India,27,MAHARASHTRA,499,WASHIM,1197160,211413,985747,620302,108575,511727,576858,102838,474020,259464,41061,218403,8009,507430.38,515439.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Washim,Urban,India,27,MAHARASHTRA,499,WASHIM,211413,,,108575,,,102838,,,41061,,,,,8009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Yavatmal,Rural,India,27,MAHARASHTRA,500,YAVATMAL,2175519,,,1115837,,,1059682,,,515795,,,,,1341557.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Yavatmal,Total,India,27,MAHARASHTRA,500,YAVATMAL,2773672,598153,2175519,1420654,304817,1115837,1353018,293336,1059682,647179,131384,515795,16691,1.3415572e+06,1357449.584991455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Maharashtra,Yavatmal,Urban,India,27,MAHARASHTRA,500,YAVATMAL,598153,,,304817,,,293336,,,131384,,,,,16691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Bishnupur,Rural,India,14,MANIPUR,252,BISHNUPUR,149894,,,75171,,,74723,,,29237,,,,,65894.2734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Bishnupur,Total,India,14,MANIPUR,252,BISHNUPUR,237399,87505,149894,118782,43611,75171,118617,43894,74723,46580,17343,29237,3705,65894.27,69599.2734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Bishnupur,Urban,India,14,MANIPUR,252,BISHNUPUR,87505,,,43611,,,43894,,,17343,,,,,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Chandel,Rural,India,14,MANIPUR,253,CHANDEL,84922,,,44194,,,40728,,,16473,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Chandel,Total,India,14,MANIPUR,253,CHANDEL,84922,0,84922,44194,0,44194,40728,0,40728,16473,0,16473,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Chandel,Urban,India,14,MANIPUR,253,CHANDEL,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Churachandpur,Rural,India,14,MANIPUR,254,CHURACHANDPUR,216016,,,109502,,,106514,,,39054,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Churachandpur,Total,India,14,MANIPUR,254,CHURACHANDPUR,234373,18357,216016,118663,9161,109502,115710,9196,106514,42356,3302,39054,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Churachandpur,Urban,India,14,MANIPUR,254,CHURACHANDPUR,18357,,,9161,,,9196,,,3302,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Imphal East,Rural,India,14,MANIPUR,255,IMPHAL EAST,225785,,,112740,,,113045,,,45393,,,,,36566.7109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Imphal East,Total,India,14,MANIPUR,255,IMPHAL EAST,401649,175864,225785,198221,85481,112740,203428,90383,113045,81668,36275,45393,4259,36566.71,40825.7109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Imphal East,Urban,India,14,MANIPUR,255,IMPHAL EAST,175864,,,85481,,,90383,,,36275,,,,,4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Imphal West,Rural,India,14,MANIPUR,256,IMPHAL WEST,195370,,,97070,,,98300,,,41645,,,,,33716.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Imphal West,Total,India,14,MANIPUR,256,IMPHAL WEST,518249,322879,195370,255176,158106,97070,263073,164773,98300,111206,69561,41645,6495,33716.22,40211.21875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Imphal West,Urban,India,14,MANIPUR,256,IMPHAL WEST,322879,,,158106,,,164773,,,69561,,,,,6495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Senapati,Rural,India,14,MANIPUR,257,SENAPATI,285404,,,148415,,,136989,,,47411,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Senapati,Total,India,14,MANIPUR,257,SENAPATI,285404,0,285404,148415,0,148415,136989,0,136989,47411,0,47411,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Senapati,Urban,India,14,MANIPUR,257,SENAPATI,0,,,0,,,0,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Tamenglong,Rural,India,14,MANIPUR,258,TAMENGLONG,64320,,,33262,,,31058,,,11236,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Tamenglong,Total,India,14,MANIPUR,258,TAMENGLONG,83683,19363,64320,43099,9837,33262,40584,9526,31058,14717,3481,11236,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Tamenglong,Urban,India,14,MANIPUR,258,TAMENGLONG,19363,,,9837,,,9526,,,3481,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Toubal,Rural,India,14,MANIPUR,259,THOUBAL,165236,,,82741,,,82495,,,33472,,,,,14494.880859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Toubal,Total,India,14,MANIPUR,259,THOUBAL,267920,102684,165236,133923,51182,82741,133997,51502,82495,54033,20561,33472,1930,14494.881,16424.880859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Toubal,Urban,India,14,MANIPUR,259,THOUBAL,102684,,,51182,,,51502,,,20561,,,,,1930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
Manipur,Ukhrul,Rural,India,14,MANIPUR,260,UKHRUL,100257,,,51765,,,48492,,,19495,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015-16,2015,"Financial Year (Apr - Mar), 2015"
